listing_id,id,date,reviewer_id,reviewer_name,comments,year_month,sentiment,length,reviewer_freq,days_since_last,is_anomaly,anomaly_label,sentiment_class
51488011,841400647335276084,2023-03-06,209603252,Hannah,"If you want to be in the heart of downtown, this is the place to be. Located right on 6th St you’ll be able to walk or bike to restaurants and bars close by. However - If you’re sensitive to noise, do not stay here. The walls are very thin. The common door to get in and out of the apartment complex is extremely noisy and located right outside the room. You’ll hear a loud bang every time it is open and closed. We could hear conversations, music, and people walking nearby during the day and night. The toilet did not work during our weekend long stay, which was very inconvenient. No one came to fix it and we had to use public restrooms nearby.",2023-03,-0.1691,648,1,0.0,-1,Fake,Weak Negative
51506060,428907811154866087,2021-08-14,352060785,Sifa,"The floors were really dirty and a lot of dead bugs were found in random corners of the home. Sheets in the largest room also had bugs. It was cute and the communication was good, but I would only recommend if you’re not a neat freak but when I contacted the host about the floors she said she would talk to the cleaning people about it. Also; the pool is very nasty. No umbrellas, only 3 chairs, 7ft deep.",2021-08,-0.8028,406,1,0.0,-1,Fake,Strong Negative
51506060,484726489053861841,2021-10-30,89161048,Ariel,"This property could be pretty dang nice if it was kept up. It has several maintenance issues that should be addressed. <br/><br/>To start off, we got to the unit at 3:10pm after check-in started at 3pm. We walked up to 3 guys actively spray painting the front door red. They told us we couldn't close the door because the paint was wet. The company managing this property was responsive to my messages asking about when we could get in and actually close the door and they said they were told the door was painted at 1pm and should be dry by 3pm. Clearly not accurate as there was literally paint being sprayed before our eyes after 3pm. Anyways we go off and waste an hour and come back. Get into the unit and try to relax. About 30 min after we were back, someone was clearly back at the front door working, pulling tape off the handle or whatever and such. But they never announced themselves to us, knocked, nor did I receive any messages warning me. Quite disconcerting and a shitty start to our stay. <br/><br/>Now on to the maintenance issues. <br/>1. the toilet valve is cracked and leaks water, the bowl barely fills with any water and struggles to flush and refill any water at all. It should be replaced. <br/>2. The faucet spout in the bathtub is not accurately secured. It should be properly mounted so it does not rattle loosely in the wall during use. <br/>3. Several kitchen cabinet handles are missing a screw so they just loosely hang and spin when pulled. <br/>4. Bedroom closet pull light is only secured with a single screw, making it lilt to the side and feel as if you're going to pull the light down onto yourself. Needs the second screw that the mount is designed for. <br/>5. The floors are disgusting. The damn glue from the vinyl planks is oviously leaking out everywhere. We had to wear shoes the entire time.<br/>6. There's no weatherstripping on the front door so you can easily see daylight and feel air coming through several gap areas. It also makes it hella loud since it is right next to the metal gate which everyone uses and slams closed. <br/>7. The unit smells like smoke. Seems like at a minimum, the air filters need to changed. It's quite gross. <br/><br/>Also, this unit is in an apartment complex with loads of bright LED security lamps. That's great until you get to the bedrooms whose wood blinds do not cover the entire window and they don't have blackout curtains in the room. We woke up at 3am every dang night with our bodies telling us it was daytime due to it being so stupid bright in there. Could have read a book with everything as closed and blocked off as possible. Desperately needs blackout curtains. <br/><br/><br/>TLDR;<br/>Pros: Central-ish location to North Austin. Clean surfaces and areas (excluding the floors). Off-street parking. <br/><br/>Cons : Clearly maintenance issues. Toilet may or may not flush depending on how recently it was previously flushed. Disgusting sticky floors. Desperately needs blackout curtains.",2021-10,-0.8937,2987,1,0.0,-1,Fake,Strong Negative
51506060,702245192665024173,2022-08-26,470057455,Sade,The apartment was in a terrible location that they don’t tell you about until you book it. The house smelled like cigarettes and there was only 1 blanket for 6 guests. I would not stay here again.,2022-08,-0.1531,196,1,0.0,1,Genuine,Weak Negative
51506060,786238483844989185,2022-12-20,371040088,Alyssa,Mostly clean. The blankets had stains and the beds were very uncomfortable.,2022-12,-0.0498,75,1,0.0,1,Genuine,Weak Negative
51506060,789920923403333560,2022-12-25,67866425,Sriram Sai,"Hot Water didn’t work at all, faced so much trouble. Others aspect were pretty below expectations. Cheap ass apartment in a shit hole apartment complex",2022-12,-0.7832,151,2,1211.0,-1,Fake,Strong Negative
51507861,437900616228425801,2021-08-27,96368094,Mitchell,Would not recommend,2021-08,-0.2755,19,4,4.0,-1,Fake,Weak Negative
51566519,510847435721555966,2021-12-05,373231934,Alejandro,"Es un lugar muy bonito, limpio y agradable sin duda lo recomiendo",2021-12,-0.5574,65,1,0.0,-1,Fake,Weak Negative
51566519,679773814696346432,2022-07-26,257020534,Rolando,Place was clean but the sofa was broken no extra blankets. Neighborhood was scary but it was a clean apartment.,2022-07,-0.7814,111,2,288.0,-1,Fake,Strong Negative
51566849,526108159230466111,2021-12-26,436944723,Brian,Experience was ok. Location not great.,2021-12,-0.5096,38,1,0.0,-1,Fake,Weak Negative
51566849,536929309126857444,2022-01-10,438691190,Brenda,"Was very disappointed when arriving to the air bnb. The outside of the air bnb is an older apartment complex with the French broken and run down and was not expecting that from the pictures posted in the listing. The laundry area is a shed however wood inside is all broken needless to say I did not use it. In comparison of the photos inside and seeing it in person I can say the photos looked better. As I mentioned it’s an older apartment and the bathroom to shower is very small no room between the door and toilet which makes it hard when getting out of the tub. There is also no rug so you step on the floor if you don’t mind that then it’s not a big deal however I don’t like stepping barefoot on a dirty floor after showering. The restroom downstairs gets no ac/heating in it so it was very cold as temperature outside was in 40-50s. You could also hear everything from the next door neighbor them opening and closing doors, talking etc. The living room also has French doors however there is no blinds or curtains on it which made me feel uncomfortable with privacy. Lastly, the couch was extremely hard however since the tv is only downstairs and there’s not one in the bedroom I had to watch tv on my phone upstairs or put pillows and blankets on the living room floor as that was more comfortable than the couch. I would not re-book this bnb or even one in this area.",2022-01,-0.9357,1379,1,0.0,-1,Fake,Strong Negative
51603651,581238055164098651,2022-03-12,426646612,Abigail,It was perfect. It was cozy but not too small. Perfect for a quick visit.,2022-03,-0.3913,73,2,-232.0,-1,Fake,Weak Negative
51603651,587721624793639524,2022-03-21,165176700,Maxine,"Tiny house was not clean upon arrival - we cleaned and sanitized the restroom vacuumed the creases of the couch ect. The kitchen stove was greasy from the last guest - we tried to warm the kettle for tea and the smoke alarms went off.  You get about 15 minutes of hot water, be prepared to shower the night before  if  multiple people are staying.<br/><br/>The smoke alarms went off at 4am and continued to sound out of nowhere multiple times. The house was very dusty as well. I messaged the host with questions about the hot water - no response.",2022-03,-0.36,547,1,0.0,-1,Fake,Weak Negative
51603651,697851506254476309,2022-08-20,47356655,Amity,"Pretty disappointed and disgusting that the cups were full of lip prints. The door to the restroom was dirty, and the lid to the top of the toilet definitely needs to be changed out because it has gotten yellow. Also wifi in here was terrible. The four of us definitely had trouble sending and receiving. <br/><br/>We were pretty much done after the cups because like, what else hasn’t been cleaned. Ridiculous for charging a $60 cleaning fee. They didn’t even offer to refund that amount.",2022-08,-0.3818,489,1,0.0,-1,Fake,Weak Negative
51605251,473167573077452208,2021-10-14,354195159,Jason,It was a really bad stay for us from bloody sheets to no internet to our 3 year old son’s toy rolling under the couch leading to the unveiling of filth and condoms. Not to mention the photos are deceiving. We messaged Urban Stay to tell them about all of the happenings and still do not have a response from them.,2021-10,-0.8832,313,1,0.0,-1,Fake,Strong Negative
51620850,732676669020646319,2022-10-07,461585215,Shawna,"Dirty towels in tub, sheets were dirty, beds were not made, and some girl’s long hair everywhere. Didn’t know I was signing up for housekeeping but I guess you get what you pay for. It is cheap and there’s a nice pool but other than that, I was disappointed.",2022-10,-0.6059,258,2,0.0,-1,Fake,Strong Negative
51621860,586241238992182071,2022-03-19,56481461,Jamie,Dimly lit stairwells made it feel scary but nothing bad happened.<br/>Fabulous communication and quick problem resolution.,2022-03,-0.2204,122,2,56.0,-1,Fake,Weak Negative
51621860,636997572842625731,2022-05-28,152550343,Abhi,"This is basically a low-end motel. Do not expect anything better than a Motel 6 or Econo Lodge. The quality of furniture is terrible, and the unit looks like a jail cell - no decor, no wall art, no windows, just 1 bed, 1 coffee table, and appliances. The TV didn’t work and the water pressure was the lowest I’ve ever seen. <br/><br/>Parking, check-in, and location were positives. I also appreciated the host company’s quick responses to my messages.",2022-05,-0.3855,451,1,0.0,-1,Fake,Weak Negative
51622605,534766898708558865,2022-01-07,415990204,Martha,"Although the home is in a convenient location, it is not worth the price.<br/>EVERYTHING was dirty - mold in both bathrooms, greasy feel to all kitchen items, dust accumulated on surfaces and vent covers, and a bad odor throughout.<br/>Multiple things didn't work - oven wouldn't turn on, no hot water in kitchen sink, both showers were either all the way hot or all the way cold, hall bath sink clogged, back door handle fell off, and not enough lighting.<br/>Also, there is a freight train that runs adjacent to the back yard in the middle of the night, every night, which was not mentioned in the listing.<br/>Host was responsive but that doesn't forgive the condition of the home.",2022-01,-0.5514,684,2,-100.0,-1,Fake,Weak Negative
51624457,646339756631077327,2022-06-10,84833107,Hamzeh,"It is a shared place, where only eight people stay in one room (the room is part of the backyard which is covered.<br/>The window AC is freezing one of the beds (directly blowing to a bed). It was not a pleasant stay for me since the other people were awake almost all night, and I could not sleep.",2022-06,-0.1783,298,1,0.0,1,Genuine,Weak Negative
51624457,810246538017314267,2023-01-22,208776798,Abu,10 people living in one big space  with bunk beds  like prison,2023-01,-0.2023,62,1,0.0,1,Genuine,Weak Negative
51635316,447065370653845770,2021-09-08,256726860,Ayesha,"This hotel is very clean and the customer service is amazing 10/10. However, for $30 private parking a night I was pretty dumbfounded seeing that the car next to me had their car broken into and stuff stolen. Usually wouldn’t be a big deal, but I’m a girl and traveled alone, parking in a garage 3 floors down.",2021-09,-0.2391,310,3,-404.0,-1,Fake,Weak Negative
51635316,486194932177502642,2021-11-01,150980876,Ellen,Beware that parking on premises is not free.,2021-11,-0.4023,44,1,0.0,1,Genuine,Weak Negative
51635316,518868565890653540,2021-12-16,387113711,Sabrina,"Neighborhood was unsafe. My boyfriend and I were uncomfortable walking outside of the hotel, especially at night.",2021-12,-0.3818,113,3,1.0,-1,Fake,Weak Negative
51635316,539910387281625852,2022-01-14,65380102,John,"Nice king size bed, view of the pool, walk to 6th street.  Had everything that was needed.  Water pressure in the shower was a little low.",2022-01,-0.0534,138,1,0.0,1,Genuine,Weak Negative
51635316,542052750386958856,2022-01-17,138316435,Gustavo,"Only reason we went with this place was because it said it had a tub. I asked about it TWICE and if the pool was heated but they said it wasn’t. Kinda sucked but at least i was getting a tub, since the listing said it had one. We get to the place and first of all, the receptionist had a pokerface throughout the whole check-in process. it was upsetting to find out that my room did NOT have a tub and the pool IS heated to 80° or so, which was even more upsetting because i didn’t pack swimming trunks, since they told me otherwise. I packed a few bath bombs for this trip and ended up not using any thanks to the poor communication from the host. The couch in the room had a few stains on it, the AC unit was LOUD, so if we wanted to stay warm, we had to deal with the noisy unit when it was running. We had breakfast at the hotel before checking out and got there just before they “closed” it. An employee comes into the area, starts telling everybody that he’s closing down while he encloses the area with sliding doors and locks them so nobody else comes in. Better get everything you need before being rushed out, because if you forgot the butter or anything else, tough luck. the food was good, though. I won’t be staying here again for sure.",2022-01,-0.7476,1249,1,0.0,-1,Fake,Strong Negative
51635316,556592828097102269,2022-02-06,346715687,Damon,Bad pricing,2022-02,-0.5423,11,1,0.0,-1,Fake,Weak Negative
51635316,588337699326110625,2022-03-22,82380992,Andy,"Hotel is to be as expected. Nothing special, clean, for the most part quiet. The $30 charge for parking a night is ridiculous though, plenty of garage parking nearby that’s half the cost. If you’re there for the dirty 6th street, you’re totally in the right spot. If not, pick somewhere else. It does get a little rough at night in the surrounding area but when we stayed it was the last weekend of SXSW, might’ve been more drank and substance than usual lol…",2022-03,-0.607,459,1,0.0,-1,Fake,Strong Negative
51635316,596321690944594067,2022-04-02,7318529,Raul,"The hotel was fine and well kept.  The room could have been a bit cleaner but nothing that would keep me from staying here again.  What will stop me from staying here again was the customer service.  I booked a king room and was given a double queen room.  I know, things could have been worse, but it was not so much the wrong room but the sorry customer service and attitude of the hotel manager that will keep me from going here again.  I was simply told they would not do anything to help me and I would have to contact Airbnb.  I did contact Airbnb but still have not gotten any answers from anyone.  Just so you understand, even though Airbnb may say they have a certain room up for reservation, the hotel will not honor that choice and will put you in whatever room they want.  Better to book directly from the hotel so that if there is an issue they will be able to handle it.",2022-04,-0.5555,884,1,0.0,-1,Fake,Weak Negative
51635316,627535190595826908,2022-05-15,303884464,Leda,"I did not stay at this location. I experienced an emergency on the date of travel, offered to send verification of this emergency, which prevented me from reaching the hotel. The hotel declined to give a refund, or even a credit, for this unforeseen event. Despite a cancellation policy that clearly says it is up to management to give refunds for emergencies, they declined to consider this. It's upsetting that a large hotel will not be willing to consider emergencies and would not credit/refund the $275.",2022-05,-0.3612,508,1,0.0,-1,Fake,Weak Negative
51635316,657922671677676552,2022-06-26,458798444,Justin,Shitty service. Host doesn’t even respond or answer phone. Scam,2022-06,-0.8074,63,1,0.0,-1,Fake,Strong Negative
51635316,831986333553150985,2023-02-21,140622656,Marcus,"Unfortunately, it was not as advertised with the amenities. Host and co-host were not willing to help reconcile the situation either. We had to get AirBNB customer service involved who sided with us. We ultimately cut our stay short after 1 night and went elsewhere. Would not recommend staying here.",2023-02,-0.7825,300,2,0.0,-1,Fake,Strong Negative
51635316,835525550335385414,2023-02-26,203499780,Amber,If your facing 8th street it’s very noisy cause there’s a bar. Also if your planning to walk to 6th street you walk past several homeless people sleeping on the side of the road/sidewalk.,2023-02,-0.2484,187,1,0.0,1,Genuine,Weak Negative
51635728,505165470854450628,2021-11-27,87550856,Felissa,"Horrible location, in the hood, did not feel safe, did not stay here to the very poor location. I would not feel safe sleeping or leaving my belongings in this place. Could not get door open to check in.",2021-11,-0.8935,203,4,1165.0,-1,Fake,Strong Negative
51638877,517402668142632722,2021-12-14,94181547,Kirby,"This is a very nice home to stay in. The bed was the comfiest bed we have ever slept on. However, there were a few issues. First, this apartment is on the first floor and it makes it so you cannot open the blinds without being completely exposed. Second, someone was always parked in the parking spot so we were never able to access it which was an inconvenience. Third, the apartment smelled like cat pee. You could smell it immediately when you walked in and it never went away. The bathrooms were especially bad. We stayed there for an entire week and the smell continued to linger. This smell alone is why we would not stay at this apartment again. All of these issues were told to the owners but nothing was done about them.",2021-12,-0.1607,729,1,0.0,-1,Fake,Weak Negative
51638877,528226747982979397,2021-12-29,174465790,Jeff,"Rent at your own risk! <br/>This property seems nice and was easy to access. However when we arrived there was a terrible sewage smell from one of the restrooms. We contacted the host, and he said that their property manager didn’t notice anything the previous day. No assistance was given and no refund was offered! <br/>We moved out asap and had to dispute thru Airbnb. These guys should be delisted.",2021-12,-0.7339,402,1,0.0,-1,Fake,Strong Negative
51638877,654398195833604643,2022-06-21,3969084,Jeremy,Not the best,2022-06,-0.5216,12,3,-118.0,-1,Fake,Weak Negative
51638877,778274012692575361,2022-12-09,49220049,Tayler,"The apartment did look like the pictures, but usually when reading reviews I give a place the benefit of the doubt. This one though I should have listened. The entire apartment smells of cat litter and stale urine. The smell was unbearable and every day we had to try and air the place out, bought air fresheners and the smell kept returning. We found dead bugs/roaches and there was hair in all of our “clean” beds. The apartment was exceptionally noisy from the apartment above and people around. Some noise is to be expected but several times we thought people were actually inside the rooms. The beds were also very uncomfortable which would normally be ok but with everything added together it lead to a sleepless vacation. We didn’t mention these things to the host because we saw how they just pushed them to the side in other reviews.",2022-12,-0.8393,842,1,0.0,-1,Fake,Strong Negative
51639944,647817157776675199,2022-06-12,242627731,Theodore,"Very spacious backyard, easy parking, and good kitchen. Host was responsive and sleeping arrangements were good, but the Airbnb was lacking in a few areas: weak AC, wasps nearby, and no body soap or dish soap.",2022-06,-0.2307,209,1,0.0,1,Genuine,Weak Negative
51639944,694886280178647838,2022-08-16,234338619,Jake,"When we first got there we opened the fridge and there was literally leftover old pizza and soda from the last guest, there was an almost full trash can with 2 dead cockroaches inside that we immediately took pictures of and sent to air bnb. the place was disgusting as was the shower. and keep in mind we paid 2700 for a 30 day stay and this was how kept the place was. luckily air bnb refunded us almost the full amt and helped us move into a different temporary place. wouldn't recommend this to anyone, it's a weird place with rickety old steps behind a house in a bad neighborhood, stay away.",2022-08,-0.8936,597,1,0.0,-1,Fake,Strong Negative
51639944,768202062531208560,2022-11-25,3169559,Katie,"The apartment was serviceable, but needs maintenance and more regular care. The bathroom sink had a leak underneath it and was also severely clogged. FYI for travelers with young children or pets: many ant poison traps were all over the apartment.",2022-11,-0.5904,247,1,0.0,-1,Fake,Weak Negative
51644279,641275388276688846,2022-06-03,106811271,Katherine,Overall the place is ok. Toilet wasn’t working and shower handle is falling off in one of the bathrooms. Host doesn’t reply right away.,2022-06,-0.1531,135,1,0.0,1,Genuine,Weak Negative
51644279,664449193886114545,2022-07-05,463906270,James,74 isn't a good temperature to keep da house when its a 103 outside....,2022-07,-0.3412,71,1,0.0,1,Genuine,Weak Negative
51652650,599937090372383994,2022-04-07,76910202,Shannen,Awesome spot. The neighborhood was questionable but when you get inside it is peaceful and quiet. Trash day is Thursday. We missed it and felt horrible.,2022-04,-0.3182,152,1,0.0,1,Genuine,Weak Negative
51673882,579058677037820429,2022-03-09,226141343,Ben,Ok so I wanted to just give a clear description of my experience.  I rented this place for the location but actually never slept here. When I got to this place I immediately noticed the smell. Its a pungent kind of older musty smell. Not my favorite.<br/>Then the bed wasnt made. And linens were no where to be found. Strange.<br/>Then i tried using the bathroom and the door jammed and I couldnt get out.<br/>It was apparent to me that I didnt want to stay. So I left and asked for my money back.<br/>I was credited the room cost but Airbnb kept a $45 room fee even though i didnt stay.<br/>The whole experience was bad. <br/>I hope this host makes serious improvements and Airbnb stops charging such high fees and keeping them when you are deceived about a stay :(,2022-03,-0.7567,766,3,5.0,-1,Fake,Strong Negative
51673882,731186001076116231,2022-10-05,259973814,Soraya,No comment,2022-10,-0.296,10,1,0.0,-1,Fake,Weak Negative
51695770,681123197884431029,2022-07-28,248283791,Edward,Very uncomfortable. When messaging host about an emergency there was no response again,2022-07,-0.7713,86,1,0.0,-1,Fake,Strong Negative
51695770,747850328775702142,2022-10-28,258508532,Elisa,"Es gab beim Check-in ein paar Probleme, da wohl vergessen wurde mir die Informatione zuzusenden. Es könnte für den Preis auch definitiv öfter geputzt werden. Es war nicht extrem dreckig, aber bei dem Preis würde ich einfach mehr Leistung erwarten. Trotzdem war es im großen und ganzen ein netter Aufenthalt und es ist alles vorhanden, was man benötigt.",2022-10,-0.9136,352,1,0.0,-1,Fake,Strong Negative
51708611,581229758291121709,2022-03-12,287896104,Michael,"Nice, clean place located just off the Texas campus. As such, we weren't too surprised to have an unbelievably loud party raging on the rooftop of the building right next to this unit for most of the night. This is just a warning to others guests who may want to sleep at night.  Lots of food trucks and dining establishments right around the corner and down the block.",2022-03,-0.2147,369,1,0.0,-1,Fake,Weak Negative
51708611,703627254118818214,2022-08-28,20328341,Brian,"Good apartment, but the building, elevators and parking garage are very dirty",2022-08,-0.517,77,1,0.0,-1,Fake,Weak Negative
51709738,441225339798568433,2021-08-31,65763628,Sharon,"So this spot is definitely not where you want to stay for a girls weekend or weekend away. It’s more of a place for if you need cheap housing temporarily and have no where else to go. <br/><br/>The living room- strong cigarette smoke smell. We kept our baby in the bedroom for the majority of time because of this (there was still a smoke smell in the bedrooms, but faint). <br/><br/>The bathroom- not super cute or remodeled but did the job UNTIL the toilet blocked up- we sent a message to the owner but they weren’t able to get anyone in during our stay- we literally had to #1/#2 in a toilet already filled with such…it was disgusting. <br/><br/>The laundry- no detergent. We asked for detergent, they took forever to supposedly deliver it, but we never saw the detergent they delivered. Bought our own.<br/><br/>The bedroom- hair in the sheets. Thankfully we had our own bedsheets on hand and I just used those. <br/><br/>The main vent was covered in dust. <br/><br/>Overall- clean enough. Livable enough. We paid $75/night and I’d say it was worth around that, maybe a little less. We were between homes for a couple days so this did the trick for us.",2021-08,-0.3818,1157,1,0.0,-1,Fake,Weak Negative
51709738,495666314791383843,2021-11-14,29043264,Elizabeth,"While we were aware of the Spartan conditions of the space, location was a huge priority for us during our stay as we needed to be close to a family member who lives in the area. If it were not for that, we would have left immediately. While the space has new furnishings and decor, it has underlying issues with cleanliness. The air vent in the hallway has not been cleaned in months as pointed out in another review. New laminate flooring is coming up in the bathroom due to a leak in the plumbing. Upon closer inspection, there is black mold underneath the the laminate. The AC did not work. The lamps in the bedroom were missing lightbulbs, and there was a large empty box in the living room which we couldn’t figure out why it was there. All in all, we spent as little time there as we could and have no plans to return in the future.",2021-11,-0.6486,839,3,902.0,-1,Fake,Strong Negative
51712324,736220684860677186,2022-10-12,98714811,Debbie,The place was conveniently located and enough space for eight people. However there were signs reminding about quiet hours which were confusing because we would get automatic text messages regarding noise level outside of the hours.,2022-10,-0.2263,232,1,0.0,1,Genuine,Weak Negative
51712329,634025920929633650,2022-05-24,245856259,Samantha,"Worst air bnb I have ever been too.  Same with the owners of this property. 100/10 do not recommend. We stood here for my bachelorette party and there was problem after problem. This house was called the hot tub royale and we were excited to be able to drink and relax in the hot tub. Before we got there they said that the people before us left the hot tub dirty so they would come by the next day and fix it. We called them and said we wanted it fixed as that’s what we payed for. They knew the hot tub problem wasn’t that it was dirty but rather it was broke which we found out after they “fixed it”. Instead of telling us it was broken they never said a word and left cold water in it knowing it would never heat up because it being dirty wasn’t the only problem. When they came and “fixed it” (refill the water) they also left the sliding door open and there were bugs in the house. The dishwasher was broken, the refrigerator and freezer were broken and our food went bad, the dryer which was under amenities was locked. The floors were dirty and our feet were black after walking on it. There were also poor response times. It was constantly we are sorry we will get back to you asap and it never happened. They said first thing in the morning it would be fixed (we were there for two nights) that next morning we heard nothing and once it rolled around to after 3pm we texted them again after many calls and texts the previous night. They finally answered after our attempt and not their own to make it right and said they wouldn’t be fixing it. DO NOT STAY HERE. This property sucked and you will waste your money. The property isn’t worth more than $100 a night and it was in a terrible area. Our Uber driver said you do not want to stay in this area and if you do you better not walk around at night. We had these guys in the next house cwt calling us and we were very uncomfortable the whole time not to mention our countless problems in this home and with these owners.",2022-05,-0.9958,1982,1,0.0,-1,Fake,Strong Negative
51715725,688443466458732470,2022-08-07,120409768,Leah,"A very poor experience - this spot is not in the best area and this was highlighted when a woman off the street entered the AirBnB at 9pm one night, attempting to film the group of girls staying there. We had to leave the property and move to a hotel, and UrbanStay is still not responding to us about a refund. Would not recommend.",2022-08,-0.8431,332,1,0.0,-1,Fake,Strong Negative
51715725,699260220814784693,2022-08-22,139281629,Justine,"UrbanStay was responsive throughout our trip and made check-in and check-out a breeze. The house was stocked with enough paper products, coffee, and cleaning products for our large group. The décor was funky and matched the vibe of the bachelorette weekend. There was more than enough room for our entire group of sixteen.<br/> <br/>Although we had a good time, there were many things that our group were unhappy with:<br/><br/>1.) The location of the house (although close to the airport, 6th street, and Rainey Street) is not in a safe area ESPECIALLY for a group of women. We were told by ALL of our Uber drivers that the house was located in an unsafe neighborhood and NOT to go outside by ourselves. Feeling like you can't walk outside alone was not a great feeling during our vacation. There were many sketchy people outside of the house. In fact, a man in a hospital gown was lingering by the house on Saturday night.<br/><br/>2.) The outside area was disgusting. The green turf around the pool smelled of mildew and old beer. The pool was dirty and the pool net was just thrown to the side. This outdoor area could be a great spot for large groups if it was cleaned up. <br/><br/>3.) The comforters on the beds and the couches in the living rooms had many stains on them. For being a newer listing, this is unacceptable.",2022-08,-0.4819,1328,1,0.0,-1,Fake,Weak Negative
51715725,759432681126039308,2022-11-13,85339136,Kerry,"The advertisement is misleading. <br/><br/>The location is far from accurate. It’s not 5 minutes from 6th street. It’s 15 minutes. It’s not in the greatest area. <br/><br/>The house itself is actually two separate units. Not connected. While the beds were comfy and it slept 13 of us comfortably , it would’ve been nice to know we were actually kept separate. <br/><br/>It was clean and a neat space however some things weren’t functioning properly. <br/><br/>Dishwasher was broken, the backyard was not maintained. Pool pump was broke and unusable. The hot tub was dirty and unusable. Limited lighting in the backyard. Was told it’s cold out so nothing was fixed. <br/><br/>Noise sensors are in the house, kept getting texts even though no one was even there. <br/><br/>For the $7k We expected way more. It’s not privately owned so the company doesn’t really care. It’s just money for them. Compensation was discussed but it’s impossible to contact them after check out is complete. <br/><br/>I wouldn’t pay more than $1,000 per night…",2022-11,-0.3994,1036,1,0.0,-1,Fake,Weak Negative
51725003,646380964128136923,2022-06-10,402385304,Angel,Poor place,2022-06,-0.4767,10,27,202.0,-1,Fake,Weak Negative
51725467,471752010764799084,2021-10-12,105648554,Genesis,This was a very last minute trip for me and I found the place not only adorable but very convenient.,2021-10,-0.2057,100,1,0.0,1,Genuine,Weak Negative
51725467,562228045969075501,2022-02-14,125510392,Alex,"This stay quickly ended up going from slightly disappointing to a horrible, dangerous disaster. The hosts made a huge error on the smart lock app (August) and ended my login 2 days early on our 4 day stay. I was locked out of the house and stranded at 5 am with my girlfriend on valentines. We tried to reach the hosts but had no responses. We felt very unsafe there in the middle of the night, in an area  of Austin where crime is known to be higher than average. Unable to access our stuff, and with no where to go on a vacation, we had to contact Airbnb support and go through a horribly stressful and long cancellation process. Besides this massive and dangerous error, the house has an ant issue, a upstairs toilet that doesn’t consistently flush, poor A/C & heat, and very loud rooster neighbors that caw beginning around 5 am.  The price does not match the value, not even close.  Overall, a terrible experience. The worst ever.  Reading past reviews, you can see these hosts have had similar negative experiences, and there doesn’t seem to have been any care to improve.",2022-02,-0.9928,1078,3,-76.0,-1,Fake,Strong Negative
51725467,678248380212081354,2022-07-24,442820587,Leann,Place was nice to stay at for two nights as a group of 6 but there was a dead cockroach on the carpet when we arrived but for the most part the place was clean. Bathroom is small with one shower so rethink this place if you’re a big group. The neighborhood was decent compared to the south side of SA. You can hear the roosters at night/morning so take earphones.,2022-07,-0.3612,363,1,0.0,-1,Fake,Weak Negative
51725467,779037126914060366,2022-12-10,447211439,Alejandro,"Todo bien, solo tuvimos problemas con el internet no funciono",2022-12,-0.296,61,18,35.0,-1,Fake,Weak Negative
51730885,498567270143309607,2021-11-18,428426815,Alexaundra,"Anytime I have to stay in Austin for work, I look for this host. I've had nothing but wonderful experiences.",2021-11,-0.612,108,4,7.0,-1,Fake,Strong Negative
51730885,534738198221935419,2022-01-07,26732796,Gabriela,"El departamento es tal cual está en las fotos, pero algo que no puedes percibir en fotos es la comodidad del colchón y almohadas ¡es como dormir en las nubes! Maravilloso.<br/><br/>El internet es muy muy rápido, la tv se ve muy bien, el AC es perfecto, llegar y ver tv fue nuestro hobbie. El departamento tiene un pequeño balcón que imagino que en otoño es maravilloso sentarse a ver el atardecer.<br/>El barrio es tranquilo y los vecinos son respetuosos.<br/><br/>Te proporcionan shampoo y jabón, café y té. Si te gusta mantener limpio hay escoba y aspiradora :)<br/>Tiene 2 closet enormes! Puedes desempacar todo y no se llenará.<br/><br/>Definitivamente, si necesito volver a Austin, volveré a elegir a Shirley.",2022-01,-0.3987,714,1,0.0,-1,Fake,Weak Negative
51730885,792782275619846011,2022-12-29,56252931,Keji,"A decent place to stay at. A lot of rules and you have to take out your own trash. House looked clean but the hand wash basin in the master bathroom was dirty (not the owner's fault, the cleaners didn't do a good job).  The Cup holder area in the fridge was also dirty, an the tap of the kitchen was lose and dripping water. The apartment otherwise was clean. however the paint on the walls made the house look duller in real life than in the pictures.",2022-12,-0.7447,452,1,0.0,-1,Fake,Strong Negative
51730885,821132809354904138,2023-02-06,53597031,Sandra Emilia,"La ubicación es muy buena si buscas estar cerca de South Congress. Sin embargo mi estancia no fue como esperaba empezando por la falta de ciertos servicios como wifi, luces en el cuarto principal, baño, vestidores, cocina y televisión; esto se le informó al anfitrión, quedaron de enviar a mantenimiento y nunca llegó nadie ni nos volvieron a preguntar por el problema. Pero si llegaban a entregar paquetes y los dejaban afuera del departamento. <br/>No me sentí como en casa ya que había muchas reglas, como no utilizar zapatos dentro de la casa. También faltaban amenidades, no había ni café complementario. <br/>Las camas no nos parecieron cómodas, ya que el colchón se sume, en especial el colchón del cuarto principal, y las almohadas son muy grandes. <br/>El departamento está en un edifico departamental y se escuchan las pisadas del piso de arriba y hasta el timbre del departamento de enfrente. <br/>Si buscas una experiencia acogedora y sentirte como en casa este no es el lugar para ti.",2023-02,-0.9118,997,2,1132.0,-1,Fake,Strong Negative
